"DATE","MIN_TEMP","MAX_TEMP","SNOW"
2014-01-01,1.42366384664263,1.98365494217125,TRUE
2014-01-02,2.02299383181207,3.07496519110331,FALSE
2014-01-03,0.674,1.68291076410994,TRUE
2014-01-04,0.331164455009079,0.674,TRUE
2014-01-05,0.442160279051313,0.685153468255828,TRUE
2014-01-06,0.662732376473286,1.112,TRUE
2014-01-07,1.003,1.66082979650562,TRUE
2014-01-08,1.003,2.00196874482195,FALSE
2014-01-09,0.563,0.923779130163422,TRUE
2014-01-10,0.453,0.698763152854985,TRUE
2014-01-11,0.479358324229085,0.796324107930659,TRUE
2014-01-12,0.193598451588071,0.674,TRUE
2014-01-13,0.775125769102674,1.66081693636202,TRUE
2014-01-14,1.6451414211094,1.77485140954503,TRUE
2014-01-15,1.42877450187898,1.77194300454311,TRUE
2014-01-16,1.30803361948298,1.548,TRUE
2014-01-17,1.49722131714148,1.55795528010125,TRUE
2014-01-18,1.60199999342461,1.66685194920438,TRUE
2014-01-19,1.6451480724632,1.77485222469342,TRUE
2014-01-20,1.43167984518708,1.66977762536013,TRUE
2014-01-21,1.42815886404694,1.88045844016273,TRUE
2014-01-22,1.75529761165028,2.195,FALSE
2014-01-23,1.53845278985568,1.80601784466592,TRUE
2014-01-24,1.64353335057349,1.99245094975336,TRUE
2014-01-25,1.75243977239765,1.99148331374134,TRUE
2014-01-26,1.75321470752851,1.99141613230881,TRUE
2014-01-27,1.85531250208727,2.42727213131773,FALSE
2014-01-28,2.29703673800314,2.73,FALSE
2014-01-29,1.439,2.73,FALSE
2014-01-30,0.893,1.56880675368436,TRUE
2014-01-31,0.773073887846851,0.90416992027516,TRUE
2014-02-01,0.881734696975713,1.01109533719828,TRUE
2014-02-02,0.551263674687834,0.900776319248376,TRUE
2014-02-03,0.332747910027001,0.574057099774715,TRUE
2014-02-04,0.109788856365293,0.353417021837861,TRUE
2014-02-05,-0.00493853782462954,0.135942702780208,TRUE
2014-02-06,-0.113255369292786,0.0212482564249198,TRUE
2014-02-07,-0.224137979988147,-0.0908443927658389,TRUE
2014-02-08,-0.102214588832686,-0.101942501102953,TRUE
2014-02-09,-0.113253866082067,0.0212538660821101,TRUE
2014-02-10,0.00998445595642013,0.0100041650139243,TRUE
2014-02-11,0.00999999999208527,0.0100000000295382,TRUE
2014-02-12,0.00994221616025887,0.0102156522257703,TRUE
2014-02-13,-0.00120976704702045,0.353201208303553,TRUE
2014-02-14,0.331351116480965,0.563,TRUE
2014-02-15,0.321683567748353,0.574904385797123,TRUE
2014-02-16,0.232,0.563,TRUE
2014-02-17,0.2199808529313,0.516650821527309,TRUE
2014-02-18,0.220789735138554,0.461147675033894,TRUE
2014-02-19,0.220842416585409,0.354095306054507,TRUE
2014-02-20,0.217041950059557,0.354969546212749,TRUE
2014-02-21,0.331729572282245,0.574061158489045,TRUE
2014-02-22,0.444908641068146,0.574269630715111,TRUE
2014-02-23,0.548857993852222,0.674,TRUE
2014-02-24,0.343,0.570190939610332,TRUE
2014-02-25,0.44551045045475,1.67058924948807,TRUE
2014-02-26,1.64196609656922,1.88292171370136,TRUE
2014-02-27,1.86093928479238,1.99084978603766,TRUE
2014-02-28,1.656,1.89162769788916,TRUE
2014-03-01,1.31905054629263,1.5909123646603,TRUE
2014-03-02,0.784,1.33885065123564,TRUE
2014-03-03,0.563,1.548,TRUE
2014-03-04,1.52319764774042,1.66407623404598,TRUE
2014-03-05,1.39369225424099,1.98,TRUE
2014-03-06,1.82516348017794,2.41,FALSE
2014-03-07,1.872,2.0965687579584,FALSE
2014-03-08,1.53840694269243,1.82069791193776,TRUE
2014-03-09,1.31197311631977,2.53641081224145,FALSE
2014-03-10,1.003,2.43875071277275,FALSE
