"DATE","AM16-STR-A1","AV14-STR-A1"
2015-01-15,2.7179140031443,5.97135304887473
2015-01-16,1.99900121411346,4.04656888374602
2015-01-17,5.39900023180175,6.775
2015-01-18,6.20582505680749,6.81834689813854
2015-01-19,0.0958592263212999,0.910525771711021
2015-01-20,-0.294697195149661,-0.412409948680767
2015-01-21,0.123461692048252,0.927836434857284
2015-01-22,1.50353645657194,3.049
2015-01-23,7.28049007385184,8.481
2015-01-24,7.06437581422669,9.472
2015-01-25,5.12572812258247,6.064
2015-01-26,8.61716204356086,11.7179011445444
2015-01-27,6.18397900158984,6.877
2015-01-28,3.74545074779717,3.6223761257567
2015-01-29,6.05834478786101,4.519
2015-01-30,5.69380034181087,4.311
2015-01-31,5.691866795401,5.36919612550554
2015-02-01,4.55839397524184,5.141
2015-02-02,4.38651252108159,5.30374421290912
2015-02-03,2.70147385513038,3.16704839250391
2015-02-04,4.1991821928715,5.347
2015-02-05,5.62082899081151,7.381
2015-02-06,6.07344965688974,7.179
2015-02-07,4.0178329488278,5.86
2015-02-08,4.59323889788436,5.45
2015-02-09,4.05827989405017,6.064
2015-02-10,4.28792107564302,5.09352615624307
2015-02-11,6.03565916756479,6.41847663983043
2015-02-12,9.32970972527604,7.179
2015-02-13,9.08128355591878,8.68
2015-02-14,5.59535253456493,5.45
2015-02-15,6.52706894650738,3.578
2015-02-16,6.36696551784551,4.415
2015-02-17,10.1889015977788,5.037
2015-02-18,7.02994069084236,5.347
2015-02-19,4.58633983541631,3.683
2015-02-20,3.74843190636683,3.74013569006374
2015-02-21,2.61931013400837,1.81225473171174
2015-02-22,4.95224567135417,2.01477710279038
2015-02-23,6.55885542439048,2.837
2015-02-24,8.60319095144738,4.76930064616733
2015-02-25,3.17068545145007,3.893
2015-02-26,4.06814976365279,3.998
2015-02-27,1.19734796007658,3.472
2015-02-28,3.29543842829481,3.155
2015-03-01,4.18553200859881,3.0547708573665
2015-03-02,1.67051688641551,2.088
2015-03-03,3.61584195018016,1.38587408415179
2015-03-04,4.51267490130046,2.517
2015-03-05,5.98039538926984,4.26433884606309
2015-03-06,7.13965731497867,5.86
2015-03-07,9.13905530857292,7.381
2015-03-08,11.7394765257856,8.68
2015-03-09,13.2810427832688,10.651
2015-03-10,13.5041761946152,12.0672169657402
2015-03-11,5.54208640844456,7.079
2015-03-12,8.34242191434021,7.682
2015-03-13,11.6995880224125,10.5755860090375
2015-03-14,6.57441381317566,7.44084865725416
2015-03-15,5.28173657327539,6.06881929417539
2015-03-16,6.19104542744716,3.99427428397468
2015-03-17,6.59111097988056,5.962
2015-03-18,6.34330220611045,5.45
2015-03-19,11.0381698728832,8.282
2015-03-20,7.11316638011702,9.571
2015-03-21,4.43247448713126,5.757
2015-03-22,4.03525570321332,4.311
2015-03-23,1.0332037508435,2.088
2015-03-24,0.589067080878542,1.221
2015-03-25,3.14558626244229,5.45
2015-03-26,8.04469300865273,7.882
2015-03-27,12.6104725244066,11.1795141381846
2015-03-28,4.1928957699366,4.4296555721327
2015-03-29,8.97347537563273,8.581
2015-03-30,13.9124957831755,10.944
2015-03-31,4.97835253629776,6.573
2015-04-01,2.72078350787543,1.003
2015-04-02,3.38886943352937,2.01108839985892
2015-04-03,1.85104924074548,1.656
2015-04-04,4.54354646413057,1.548
2015-04-05,4.56430228826852,2.517
2015-04-06,2.16299036877174,1.656
2015-04-07,4.17493886035162,2.943
2015-04-08,3.53720289006731,3.049
2015-04-09,7.18359868898552,4.46875784651481
2015-04-10,8.57288520187602,8.481
2015-04-11,0.273766121709183,3.25811920554284
2015-04-12,2.51083667451678,1.548
2015-04-13,2.58530531152953,1.88574377990574
2015-04-14,1.50961566167589,0.453
2015-04-15,3.63846012243086,1.98
2015-04-16,8.55027624314613,4.623
2015-04-17,15.2601377040507,7.582
2015-04-18,16.0566212194575,8.7818849220357
2015-04-19,18.484898182153,10.788454433732
2015-04-20,19.3650303932364,13.846
2015-04-21,15.2310444906002,10.7484390645664
2015-04-22,8.20356387544,5.347
2015-04-23,4.07454556405483,5.552
2015-04-24,1.95757793698321,1.33
2015-04-25,3.96545864262344,1.764
2015-04-26,5.02281369667231,3.87103590722348
2015-04-27,15.6484368568073,10.455
2015-04-28,10.460432882282,7.0014696183453
2015-04-29,7.59445714999594,5.141
2015-04-30,13.606248263818,9.373
2015-05-01,16.4308184973607,11.916
2015-05-02,14.5920512868196,10.1126158131724
2015-05-03,17.491263843934,12.8261040391452
2015-05-04,14.9465404284533,12.013
2015-05-05,3.86298547586027,3.049
2015-05-06,4.04554013775249,4.415
2015-05-07,13.5173120579259,9.571
2015-05-08,18.0866403108454,14.1130247521533
2015-05-09,19.8155015965929,15.9667238897625
2015-05-10,19.6779490276823,15.091
2015-05-11,6.66630944888648,7.0284469305198
2015-05-12,7.57378626302847,6.775
2015-05-13,4.60425087684791,5.38183599829298
2015-05-14,9.47915513991459,8.282
2015-05-15,8.00469600273145,9.90770949752835
2015-05-16,7.11074158959459,6.80015839388917
2015-05-17,13.7895570665272,9.077
2015-05-18,14.0464721382527,12.0840321152141
2015-05-19,14.0705014387312,12.013
2015-05-20,17.489124442773,14.804
2015-05-21,18.0251101599719,16.903
2015-05-22,11.9065268895039,9.79310458368138
2015-05-23,9.19888181257351,9.275
2015-05-24,9.08508349808265,9.08645585112757
2015-05-25,12.3548534211661,10.846
2015-05-26,10.519897012598,10.161
2015-05-27,18.5723734381155,16.3590997225716
2015-05-28,20.0488543749583,18.045
2015-05-29,23.6724896911839,18.426
2015-05-30,21.5148628395826,17.284
2015-05-31,23.6586839598505,19.092
2015-06-01,11.8299462340644,12.2594500003701
2015-06-02,8.59468026002368,8.282
2015-06-03,10.3191105274756,8.182
2015-06-04,13.0365154870777,11.041
2015-06-05,22.435271253501,17.475
2015-06-06,25.4805305138478,21.176892029641
2015-06-07,27.4541279450142,23.292
2015-06-08,27.5737203906945,25.028
2015-06-09,25.6939004736142,22.812
2015-06-10,21.9343856733432,19.282
2015-06-11,22.5167107337907,18.2621083044594
2015-06-12,15.8383200308958,13.269
2015-06-13,17.4699150705889,14.517
2015-06-14,21.1223050869908,19.662
2015-06-15,22.5130202809673,22.238
2015-06-16,22.0129657453765,17.95
2015-06-17,20.9900059382888,17.5498070418737
2015-06-18,19.146967612139,17.3577585994441
2015-06-19,15.0697720328657,12.594
2015-06-20,19.6317271151292,16.999
2015-06-21,21.0140438635273,18.521
2015-06-22,20.6465238431412,16.332
2015-06-23,20.5373855807187,18.806
2015-06-24,18.6097189632806,17.855
2015-06-25,27.5737829283716,23.388
2015-06-26,31.0354747190662,24.351
2015-06-27,27.6261352412216,25.513
2015-06-28,24.5949142337495,23.869
2015-06-29,27.048845908793,25.0039195499081
2015-06-30,27.0396045166227,24.4876171146892
2015-07-01,29.5271953020445,24.158
2015-07-02,29.5765482278927,26.097
2015-07-03,28.690719211567,26.39
2015-07-04,29.0298907547793,26.488
2015-07-05,29.5550955883607,26.585
2015-07-06,28.6716627438487,25.125
2015-07-07,26.62483298408,21.8199700487731
2015-07-08,27.9814481842085,22.429
2015-07-09,28.4182780649526,24.0410185360328
2015-07-10,14.2034786480795,15.0463149043887
2015-07-11,16.7495104121702,14.134
2015-07-12,19.6932706577937,15.091
2015-07-13,16.9555039368838,13.846
2015-07-14,20.5686714359467,NA
2015-07-15,18.5725490119049,NA
2015-07-16,16.2746050216419,NA
2015-07-17,22.2964885188619,NA
2015-07-18,26.7380172184452,NA
2015-07-19,28.9080770682008,NA
2015-07-20,24.3608456508558,NA
2015-07-21,17.564933083929,NA
2015-07-22,16.7043625918266,NA
2015-07-23,18.0582354161549,NA
2015-07-24,17.1553625088736,NA
2015-07-25,11.8809049381289,NA
2015-07-26,13.5725877368966,NA
2015-07-27,11.7713258285978,NA
2015-07-28,NA,NA
2015-07-29,NA,NA
2015-07-30,NA,NA
2015-07-31,NA,NA
2015-08-01,NA,NA
2015-08-02,NA,NA
2015-08-03,NA,NA
2015-08-04,NA,NA
2015-08-05,NA,NA
2015-08-06,NA,NA
2015-08-07,NA,NA
2015-08-08,NA,NA
2015-08-09,NA,NA
2015-08-10,NA,NA
2015-08-11,NA,NA
2015-08-12,NA,NA
2015-08-13,NA,NA
2015-08-14,NA,NA
2015-08-15,NA,NA
2015-08-16,NA,NA
2015-08-17,NA,NA
2015-08-18,NA,NA
2015-08-19,NA,NA
2015-08-20,NA,NA
2015-08-21,NA,NA
2015-08-22,NA,NA
2015-08-23,NA,NA
2015-08-24,NA,NA
2015-08-25,NA,NA
2015-08-26,NA,NA
2015-08-27,NA,NA
2015-08-28,NA,NA
2015-08-29,NA,NA
2015-08-30,NA,NA
2015-08-31,NA,NA
2015-09-01,NA,NA
2015-09-02,NA,NA
2015-09-03,NA,NA
2015-09-04,NA,NA
2015-09-05,NA,NA
2015-09-06,NA,NA
2015-09-07,NA,NA
2015-09-08,NA,NA
2015-09-09,NA,NA
2015-09-10,NA,NA
2015-09-11,NA,NA
2015-09-12,NA,NA
2015-09-13,NA,NA
2015-09-14,NA,NA
2015-09-15,NA,NA
